Source,Target
454992,954
454992,206647
454992,646
10193,862
10193,38757
10193,72105
10193,10895
35,13
35,122906
35,398818
35,5915
35,342878
446894,8989
446894,487283
446894,413644
446894,4398
446894,124470
452731,370663
452731,10818
452731,273153
452731,258480
45243,20289
45243,429733
45243,339692
45243,12593
11631,109445
11631,10735
11631,634
11631,382591
13053,9325
13053,927
13053,2698
13053,11886
13053,10808
218746,52449
218746,372058
218746,10144
218746,12445
193893,86838
193893,3580
193893,4771
193893,473149
193893,11423
76492,9479
76492,671
76492,672
76492,675
350,65754
350,8966
350,2501
9502,140300
9502,278927
9502,24
9502,604
9502,605
271718,195589
271718,510
271718,8363
271718,378018
271718,10582
809,10882
809,150689
809,810
809,159704
19913,50544
19913,38
19913,862
19913,398818
19913,23949
429733,15069
429733,357096
429733,96
429733,146198
429733,445954
496704,124905
496704,19742
496704,15766
496704,7191
496704,268896
43074,4011
43074,620
43074,416234
43074,91586
43074,13475
11130,400617
11130,597
11130,13
11130,812
339404,1124
339404,272
339404,13374
339404,507143
390043,245891
390043,249070
390043,156022
390043,59967
390043,1620
200727,51828
200727,281957
200727,392044
200727,101299
818,817
818,955
818,1572
818,411
37735,14671
37735,8363
37735,13374
57800,17610
57800,30505
57800,18905
57800,10567
82693,286565
82693,510
82693,8966
82693,13
82702,10191
82702,10054
82702,111
82702,476926
14160,9479
14160,326359
14160,3933
14160,32085
14160,36107
223702,195589
223702,12593
223702,8363
223702,325133
223702,9986
195589,325133
195589,179144
195589,8363
195589,19053
195589,17899
8355,351286
8355,329
8355,15997
8355,135397
8355,105864
10555,109445
10555,326359
10555,127380
10555,297762
118,252
118,10830
118,34584
118,12155
4327,11841
4327,24
4327,604
4327,605
256961,324668
256961,298
256961,11078
256961,524
256961,36557
77338,290762
77338,44564
77338,13
77338,862
127380,9479
127380,12
127380,920
127380,38055
340022,562
340022,1571
340022,1572
340022,27576
340022,2502
502682,451480
502682,5951
502682,448514
502682,125255
228967,954
228967,955
228967,254904
228967,429351
228967,137094
920,62211
920,11006
920,128
2976,6477
2976,409447
2976,86829
2976,630
196867,11224
196867,150689
196867,9325
196867,407655
463053,62211
463053,290762
463053,376660
463053,627
4247,22705
4247,339692
4247,238636
4247,398181
391713,273153
391713,376867
391713,398818
391713,84892
391713,9813
400579,111
400579,10054
400579,277216
747,170
747,19908
747,485415
747,72190
747,294254
225886,87567
225886,290762
225886,38
225886,400617
225886,49519
22970,460885
22970,98568
22970,298584
22970,17609
22970,11298
399796,325133
399796,12429
399796,116711
399796,49519
399796,114150
399170,949
399170,336004
399170,298
399170,339403
122906,13
122906,141
122906,394117
324852,10140
324852,16314
324852,2270
324852,36819
120467,539
120467,311
120467,97630
120467,843
120467,3021
209244,6283
209244,49519
209244,637
71552,1440
71552,843
71552,14
71552,787
71552,112160
511785,400547
511785,376867
511785,184352
511785,10806
18240,9813
18240,273153
462883,283366
462883,10996
462883,133931
462883,46195
462883,172385
72105,862
72105,24420
72105,290762
72105,44564
487702,10625
487702,272693
37834,954
37834,37724
37834,206647
37834,47971
10735,634
10735,9813
10735,8272
268531,346364
268531,406997
268531,52449
268531,862
8363,17899
8363,15144
2770,17899
2770,19053
2770,22318
238713,954
238713,955
238713,27576
238713,817
6477,10191
6477,290762
7443,1368
7443,1635
7443,708
7443,107846
7443,483
38055,9806
38055,155
38055,272
13374,9472
13374,18126
13374,1124
301337,604
301337,605
301337,500664
301337,335984
301337,2048
9023,326359
9023,13933
9023,145316
9023,504492
9023,13246
4638,4771
4638,984
4638,1696
4638,1949
4256,40264
4256,5060
4256,4258
4256,3034
4256,8005
950,7840
950,435
950,387893
454283,16314
454283,1562
454283,18885
454283,105
454283,68718
138832,4771
138832,339692
138832,273481
138832,398181
49519,98
49519,12429
49519,8392
381341,1024
381341,24420
381341,290762
381341,44564
381341,13
425980,14
425980,402897
425980,419430
425980,7512
425980,762
353616,114150
353616,419478
9522,6557
9522,50124
9522,24
9522,209419
518452,273153
518452,370663
518452,376867
290762,370663
290762,376660
290762,13
290762,38
59436,8966
59436,333339
59436,12155
59436,411
9928,198184
9928,2048
9928,605
9928,87101
9928,157336
7512,263115
7512,149
7512,157350
7512,2048
7512,604
502422,157336
502422,21385
502422,10144
502422,326359
502422,31135
114150,55721
114150,460019
375107,9598
375107,10715
375107,11571
375107,453191
375107,31518
100042,44564
100042,862
100042,13
18360,1593
18360,863
18360,44826
507143,89185
507143,10625
507143,272693
211672,366142
10527,8393
10527,9904
10527,9732
10527,363676
10527,11430
4258,957
4258,762
4258,813
4258,926
9472,348893
9472,49524
9472,319888
9472,86130
634,1581
634,205587
634,296096
88751,351286
88751,11571
88751,10140
88751,12155
88751,411
337170,254904
337170,141
337170,954
337170,955
337170,813
433310,206487
433310,141
433310,105
433310,673
433310,127585
1593,351286
1593,135397
1593,105864
1593,12144
278154,17610
278154,18905
109439,8859
109439,981
109439,87502
413857,15069
413857,357096
413857,133805
413857,470229
413857,238636
787,249070
787,101
787,956
787,2501
787,156022
140300,10140
140300,604
140300,605
417830,12429
417830,8392
417830,260513
107985,14161
107985,274855
107985,475210
107985,18
107985,158852
342473,10545
342473,9325
342473,407655
412988,927
412988,14900
412988,11176
412988,11899
412988,10895
39513,20424
39513,840
39513,602
39513,49849
39513,601
136799,122
136799,109445
136799,35614
136799,32685
136799,60304
11024,293167
11024,268896
11024,10528
11024,124905
11024,807
382591,394117
382591,260513
50544,862
50544,38
50544,1903
9352,17899
9352,13078
9352,19053
376660,378064
376660,76726
376660,13342
82654,72190
82654,336843
82654,294254
82654,198663
82654,131631
431530,11395
431530,13673
431530,10147
431530,10872
431530,8871
1493,315837
1493,2320
1493,4723
1493,4349
1493,3132
9982,348
9982,601
9982,607
9982,602
253235,101
116149,10140
116149,278927
116149,34584
116149,281957
436931,81
436931,378064
436931,129
436931,12429
436931,601
64688,11423
64688,75780
64688,187017
64688,9604
50022,4771
50022,11423
50022,15069
11688,810
11688,10144
11688,150689
11688,10473
8920,3049
8920,4978
8920,15370
8920,86130
8920,9513
187017,10625
187017,272693
116745,578
116745,403119
116745,438970
116745,1907
116745,579
9339,1597
9339,924
9339,2044
9339,264644
9339,82703
171274,769
171274,8966
27022,34584
27022,10140
27022,671
27022,672
44896,298
44896,524
44896,324668
44896,3179
44896,132923
49524,11423
49524,75780
49524,238636
49524,210577
49524,9654
267193,954
267193,353081
267193,27576
267193,36669
41154,20424
41154,348
41154,126889
41154,840
41154,602
138697,4995
138697,122081
138697,249397
49013,10140
49013,673
371638,8966
371638,424
371638,769
38319,10882
38319,37430
38319,10140
1597,956
1597,170
1597,138103
1597,1979
1597,817
22705,50124
22705,27066
22705,55580
22705,14174
22705,24402
10661,612
10661,433627
10661,399248
10661,8850
10661,8885
9471,954
9471,646
9471,708
9471,253
9471,955
1584,89185
1584,11887
1584,2108
51540,398181
51540,557
51540,7485
51540,9679
51540,64685
50646,8390
50646,12556
50646,111969
50646,8944
50646,1656
210860,101299
210860,281957
210860,336843
210860,10140
210860,12155
19908,336843
19908,170
19908,72190
19908,280
252838,6557
252838,712
252838,50124
252838,24
8961,96
8961,306
8961,9679
8961,1572
8961,562
112160,14
112160,86331
112160,117486
112160,53932
318846,769
318846,424
318846,389015
318846,316029
58233,954
58233,37724
58233,47971
58233,206647
8699,109443
8699,358761
452030,10882
452030,5393
452030,11224
6957,10995
6957,41280
6957,27088
6957,1278
378236,416494
378236,339988
378236,543631
378236,489925
10501,38757
10501,22
10501,24
10501,652
10501,1572
38365,44564
38365,13
38365,862
10591,272693
10591,10625
11887,10947
11887,2105
11887,308369
11887,786
364433,141052
364433,155
364433,49521
364433,1924
364433,1452
10201,8467
10201,59861
10201,9448
10201,65851
10201,26275
325133,17899
325133,19053
325133,179144
325133,14578
424781,434873
424781,378018
424781,769
424781,381288
424781,101299
8273,6557
8273,50124
8273,10330
8273,10054
65057,352501
65057,3309
65057,12634
65057,11846
22538,16129
22538,359784
22538,9958
22538,49332
22538,35161
262391,381284
262391,812
22620,12230
22620,87
9870,652
9870,2270
9870,676
264999,468
264999,11006
10192,810
10192,10882
452773,121734
452773,12230
452773,14306
452773,11982
452773,11674
257211,273153
257211,370663
257211,376867
7453,299687
7453,101299
7453,336843
7453,126889
7453,44826
515841,300667
515841,226
515841,65229
515841,27103
515841,366696
22794,411
22794,105
22794,158852
46195,9325
46195,172385
46195,278927
46195,15969
46195,872
26715,434873
26715,277432
26715,18238
26715,430043
26715,29833
43593,14372
43593,660
43593,2756
43593,83
43593,36670
137106,1924
137106,1452
137106,8536
137106,9738
137106,209112
416186,1675
416186,160
416186,28968
416186,125336
416186,68627
506407,370663
506407,10818
506407,273153
506407,258480
413644,116711
413644,10140
413644,557
503314,1891
503314,330459
503314,1892
503314,1894
503314,11
87567,150117
6557,7973
487063,812
487063,416477
487063,23483
810,10191
810,71805
810,10882
11397,15144
11397,89185
11397,11355
6038,281957
6038,357096
6038,45569
508,1581
508,6637
508,7461
508,1777
7446,258489
7446,14
7446,856
7446,509
7446,1730
346648,411
346648,278927
346648,2454
346648,281957
346648,12155
1824,1903
1824,77
1824,346685
1824,38
290250,4771
290250,2275
290250,807
290250,395990
290250,22
16996,10625
16996,272693
13971,121875
13971,315635
399725,184352
399725,26280
399725,376867
86838,398175
86838,769
86838,339692
86838,10651
347201,81
347201,378064
347201,129
347201,12429
347201,8392
188222,862
188222,68718
188222,627
188222,109414
188222,270487
9726,13996
9726,10239
9726,44941
9726,413441
9726,307974
